Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T002_001,SE_T002_002,SE_T002_003,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T056_001,SE_T056_002,SE_T056_003,SE_T056_004,SE_T056_005,SE_T056_006,SE_T056_007,SE_T056_008,SE_T056_009,SE_T056_010,SE_T056_011,SE_T056_012,SE_T056_013,SE_T056_014,SE_T056_015,SE_T056_016,SE_T056_017,SE_T057_001,SE_T058_001,SE_T058_002,SE_T058_003,SE_T058_004,SE_T058_005,SE_T058_006,SE_T058_007,SE_T058_008,SE_T058_009,SE_T058_010,SE_T059_001,SE_T060_001,SE_T060_002,SE_T060_003,SE_T060_004,SE_T060_005,SE_T060_006,SE_T060_007,SE_T060_008,SE_T060_009,SE_T060_010,SE_T061_001,SE_T062_001,SE_T068_001,SE_T069_001,SE_T069_002,SE_T069_003,SE_T069_004,SE_T069_005,SE_T069_006,SE_T069_007,SE_T069_008,SE_T069_009,SE_T069_010,SE_T070_001,SE_T071_001,SE_T093_001,SE_T171_001,SE_T171_002,SE_T171_003,SE_T171_004,SE_T171_005,SE_T171_006,SE_T171_007,SE_T171_008,SE_T171_009,SE_T171_010,SE_T171_011
"4242540","32000US4242540","Scranton--Wilkes-Barre--Hazleton, PA Metro Area; Pennsylvania","Scranton--Wilkes-Barre--Hazleton, Pennsylvania","pa","320","00","ACSSF","0022765",,,,,"42",,,,,,,,,,,,,,"42540",,,,,,,,,,,,,,,,,,,,,,,,,,,,559898,320.5399,1746.73404818864,559898,510005,19384,1114,8484,99,11494,9318,559898,516141,483571,16458,580,8374,90,264,6804,43757,26434,2926,534,110,9,11230,2514,223489,16730,15430,14780,13803,13076,12275,10651,10861,9899,17778,22563,26669,16164,9117,7883,5810,46926,46926,48148,24927,30893,50208,,29868,28924,29436,48846,62566.8757746466,62566.8757746466,63459.8366758509,33767.8269824923,37842.7728613569,83849.6530789245,21736.5853658537,42083.7711617046,52085.4204476709,40505.1619608522,64216.421658794,61360,75707.7357546293,13983008500,13983008500,13381712300,163942800,12828700,193357300,891200,144179000,86097200,467672600,13091866100,10589241000,3187125200,258929,223489,165,2021,13725,17663,18713,31492,19269,22058,19640,78743
"4242780","32000US4242780","Selinsgrove, PA Micro Area; Pennsylvania","Selinsgrove, Pennsylvania","pa","320","00","ACSSF","0022766",,,,,"42",,,,,,,,,,,,,,"42780",,,,,,,,,,,,,,,,,,,,,,,,,,,,40246,122.4379,328.705473538874,40246,38891,394,36,300,0,234,391,40246,39382,38342,369,36,292,0,0,343,864,549,25,0,8,0,234,48,14528,670,740,645,994,788,855,923,708,774,1291,1878,2011,997,460,304,490,51110,51110,51273,36912,,,,,25144,34318,51436,65774.7384361233,65774.7384361233,65630.985619081,54802.3255813954,0,112483.333333333,,41129.4117647059,34550.7246376812,35943.3734939759,65872.5909155229,60424,75051.2164987645,955575400,955575400,935569700,4713000,,10798400,,699200,2384000,5966600,931043200,789688900,146494800,16141,14528,34,252,1820,1649,1661,2443,1357,1275,958,3079
"4243740","32000US4243740","Somerset, PA Micro Area; Pennsylvania","Somerset, Pennsylvania","pa","320","00","ACSSF","0022767",,,,,"42",,,,,,,,,,,,,,"43740",,,,,,,,,,,,,,,,,,,,,,,,,,,,76201,70.92595,1074.3740156325,76201,72755,2074,74,245,15,308,730,76201,75180,72235,1987,74,245,15,19,605,1021,520,87,0,0,0,289,125,29630,1987,1903,1685,2018,2066,1759,1490,1776,1381,2726,3345,3667,1882,908,530,507,45424,45424,45636,33871,52917,,,70417,28250,37222,45722,57715.1164360445,57715.1164360445,57695.5622414442,35202.6315789474,38552,71561.4457831325,,63730.7692307692,66054.8913043478,44069.7183098592,57739.8956796266,56297,67836.4941683818,1710098900,1710098900,1687537500,2675400,963800,5939600,,828500,12154100,6257900,1682598300,1384271500,309534000,37953,29630,73,433,2040,2690,2754,4211,2833,3269,2144,9183
"4244300","32000US4244300","State College, PA Metro Area; Pennsylvania","State College, Pennsylvania","pa","320","00","ACSSF","0022768",,,,,"42",,,,,,,,,,,,,,"44300",,,,,,,,,,,,,,,,,,,,,,,,,,,,159178,143.4138,1109.92131237674,159178,140074,6043,249,9234,70,837,2671,159178,154788,137126,5526,245,9187,70,290,2344,4390,2948,517,4,47,0,547,327,57037,5638,2155,2416,3240,3044,2857,2724,2213,2205,4219,5866,6685,5005,2967,3049,2754,54407,54407,56895,32307,15521,29449,,,36008,36818,57143,73046.5627575083,73046.5627575083,74661.3007911514,43127.3607748184,40865.0485436893,61611.0082304527,0,94412.7450980392,52159.9320882852,57270.1570680628,74995.6041809124,75715,95219.0515325845,4166356800,4166356800,3888061900,53434800,4209100,179657700,,9630100,30722200,65631600,3838650000,3128231500,986297800,64938,57037,188,1151,7175,8185,8307,8607,6969,5277,2777,8401
"4244980","32000US4244980","Sunbury, PA Micro Area; Pennsylvania","Sunbury, Pennsylvania","pa","320","00","ACSSF","0022769",,,,,"42",,,,,,,,,,,,,,"44980",,,,,,,,,,,,,,,,,,,,,,,,,,,,93590,204.1811,458.367603247583,93590,89072,2668,257,332,73,331,857,93590,90738,87199,2307,177,332,0,111,612,2852,1873,361,80,0,73,220,245,39192,2891,2698,2621,2545,2380,2831,2016,2173,1798,3499,4145,4596,2408,1185,864,542,43701,43701,43959,25156,,,,85688,30179,35227,43875,55980.1081853439,55980.1081853439,56112.4038461538,36144.3396226415,48770.4081632653,90842.9752066116,0,65848.717948718,44339.4495412844,42520.2572347267,56172.1469460638,55392,66959.7459500744,2193972400,2193972400,2159205300,11493900,4779500,10992000,,2568100,4833000,26447600,2139147700,1665757600,479044200,44930,39192,24,281,2348,2975,3199,5137,2557,3485,3398,15788
"4247620","32000US4247620","Warren, PA Micro Area; Pennsylvania","Warren, Pennsylvania","pa","320","00","ACSSF","0022770",,,,,"42",,,,,,,,,,,,,,"47620",,,,,,,,,,,,,,,,,,,,,,,,,,,,40649,45.97602,884.134789813698,40649,39766,204,34,217,0,31,397,40649,40243,39435,187,34,217,0,0,370,406,331,17,0,0,0,31,27,16904,867,1042,1346,1060,1131,1248,926,835,955,1376,1745,2107,1015,590,417,244,44977,44977,45000,,,200909,,,37841,,45030,58979.3303360151,58979.3303360151,58502.6091650672,56264.2857142857,56080,208893.333333333,,0,53558.9147286822,263734.722222222,57645.5026773359,57377,69275.698865209,996986600,996986600,975355500,1575400,560800,12533600,,,6909100,18988900,958125900,750879300,237079800,23357,16904,31,123,787,1230,1468,2276,1862,2012,1143,5972
"4248700","32000US4248700","Williamsport, PA Metro Area; Pennsylvania","Williamsport, Pennsylvania","pa","320","00","ACSSF","0022771",,,,,"42",,,,,,,,,,,,,,"48700",,,,,,,,,,,,,,,,,,,,,,,,,,,,116313,94.67161,1228.594368777,116313,106874,5645,185,782,9,686,2132,116313,114238,105644,5483,179,778,2,337,1815,2075,1230,162,6,4,7,349,317,45587,3081,2875,2491,2936,2484,2929,2100,2188,2313,3694,5151,6184,3234,1651,1396,880,48731,48731,49870,25890,,85417,,19148,25777,27439,49843,61129.6290609165,61129.6290609165,62093.9710573767,37321.7931937173,78070.2127659574,85539.7321428571,0,38472.8395061728,39367.1140939597,50342.385786802,62109.1010582626,61432,72104.9376878652,2786716400,2786716400,2686061000,57027700,3669300,19160900,,3116300,17597100,19834900,2670380800,2134955100,607826700,52644,45587,59,441,2958,4561,3875,6228,4177,5769,3689,13830
"4249620","32000US4249620","York-Hanover, PA Metro Area; Pennsylvania","York-Hanover, Pennsylvania","pa","320","00","ACSSF","0022772",,,,,"42",,,,,,,,,,,,,,"49620",,,,,,,,,,,,,,,,,,,,,,,,,,,,440604,487.296,904.181461844611,440604,391989,25613,446,6090,97,6263,10106,440604,411305,373304,23152,332,6013,22,518,7964,29299,18685,2461,114,77,75,5745,2142,168008,7632,6409,7374,8892,7744,7951,8005,7929,7520,14752,20719,23318,16677,9117,8420,5549,59853,59853,61253,42842,42350,58705,,26893,42046,32226,62285,73901.6445645445,73901.6445645445,75239.1588196738,56756.750626716,63242.2360248447,87045.3950953678,0,43049.7949619215,56649.8622589532,43593.9086929331,76391.8224770828,70732,84864.7406924588,12416067500,12416067500,11593827700,475451300,10182000,159728300,,73486000,102819500,348533300,11350144200,9895143900,2318595100,180618,168008,422,2471,23822,25134,19536,23349,15540,18606,9014,30114
"4249660","32000US4249660","Youngstown-Warren-Boardman, OH-PA Metro Area (part); Pennsylvania","Youngstown-Warren-Boardman, Pennsylvania","pa","320","00","ACSSF","0022773",,,,,"42",,,,,,,,,,,,,,"49660",,,,,,,,,,,,,,,,,,,,,,,,,,,,114598,170.387,672.574865983935,114598,104771,6558,80,766,3,368,2052,114598,113084,103682,6484,80,766,3,158,1911,1514,1089,74,0,0,0,210,141,45350,2947,2758,2703,2886,3155,2736,2485,2657,2110,3981,4713,5465,3240,1623,986,905,45831,45831,47295,32560,29688,43802,,28199,26071,31000,47360,60123.4597574421,60123.4597574421,61378.2103825137,37848.771773113,47885.7142857143,69829.0909090909,0,62679.012345679,47626.3736263736,90738.9189189189,61057.3681838666,58758,71269.3939897061,2726598900,2726598900,2605873300,84743400,2011200,11521800,,5077000,17336000,33573400,2574239700,2146277800,546039300,51604,45350,74,367,3165,4547,3152,5804,4943,7465,4271,11562
"4439300","32000US4439300","Providence-Warwick, RI-MA Metro Area (part); Rhode Island","Providence-Warwick, Rhode Island","ri","320","00","ACSSF","0001269",,,,,"44",,,,,,,,,,,,,,"39300",,,,,,,,,,,,,,,,,,,,,,,,,,,,1054491,1020,1033.81423543275,1054491,854026,68886,5130,34598,575,61218,30058,1054491,906116,780278,57348,3848,34003,511,7023,23105,148375,73748,11538,1282,595,64,54195,6953,410240,31633,22718,19253,19794,18359,18546,17170,17861,14681,29106,39318,52414,37483,24025,25358,22521,58387,58387,62486,37046,26764,62256,49675,32810,37005,32464,64474,79024.1412343994,79024.1412343994,83193.6906367492,52067.2510850415,44468.3257918552,81817.5552282769,70621.4765100671,43162.65506686,61446.0135333922,46435.9701873738,85260.1564311252,75655,95032.63187036,32418863700,32418863700,29053483000,1211657000,88447500,833311800,10522600,803731800,417710000,1999950800,27949302400,24372448900,7547203800,462657,410240,387,2994,25893,32333,45268,51605,46568,53363,29845,121984
"4512260","32000US4512260","Augusta-Richmond County, GA-SC Metro Area (part); South Carolina","Augusta-Richmond County, South Carolina","sc","320","00","ACSSF","0006271",,,,,"45",,,,,,,,,,,,,,"12260",,,,,,,,,,,,,,,,,,,,,,,,,,,,191534,121.8844,1571.44025068842,191534,131527,50243,519,1522,80,3373,4270,191534,181111,125367,49811,479,1474,80,162,3738,10423,6160,432,40,48,0,3211,532,73539,5993,4690,4517,4326,4561,3799,3920,3744,3462,5405,6942,8594,6204,3020,2622,1740,46705,46705,53243,32088,,63654,,25302,37056,36840,53864,62691.634370878,62691.634370878,68921.9349286236,44808.3319105344,54405.4347826087,82644.5017182131,0,38773.1434384537,56024.833997344,44578.6891248627,69603.8959535341,58593,72894.9266856336,4610280100,4610280100,3683808500,787327200,10010600,48099100,,38114000,42186700,121744400,3607082700,3663917700,901155400,84726,73539,338,3015,12522,14223,11971,11755,7474,7028,2068,3145
"4513500","32000US4513500","Bennettsville, SC Micro Area; South Carolina","Bennettsville, South Carolina","sc","320","00","ACSSF","0006272",,,,,"45",,,,,,,,,,,,,,"13500",,,,,,,,,,,,,,,,,,,,,,,,,,,,27702,57.75171,479.674117409038,27702,11361,14036,1091,85,0,339,790,27702,26782,10874,13993,1074,85,0,17,739,920,487,43,17,0,0,322,51,9736,1412,1048,834,647,611,650,757,463,388,826,695,767,298,137,109,94,32601,32601,38141,27875,18073,37708,,,55556,,38457,42352.2391125719,42352.2391125719,49646.3316131927,35928.4397905759,27448.275862069,60486.1111111111,,0,48464.84375,41494.2857142857,49963.4367217569,39134,49424.3684767811,412341400,412341400,221273700,171558300,8756000,2177500,,,6203500,2904600,220688500,326744500,78983600,11951,9736,0,198,981,1640,1607,2150,964,756,477,963
"4516700","32000US4516700","Charleston-North Charleston, SC Metro Area; South Carolina","Charleston-North Charleston, South Carolina","sc","320","00","ACSSF","0006273",,,,,"45",,,,,,,,,,,,,,"16700",,,,,,,,,,,,,,,,,,,,,,,,,,,,728271,281.3836,2588.1783174285,728271,491854,193495,2304,12692,379,9958,17589,728271,689821,466095,191781,2179,12487,379,943,15957,38450,25759,1714,125,205,0,9015,1632,274408,20849,12469,12966,13116,12929,13368,13286,13538,11257,23352,28669,34577,23665,13430,13112,13825,55125,55125,65637,32880,37574,62948,43415,35542,46500,42448,66732,75938.1723564911,75938.1723564911,87209.181580141,46582.8370998664,58671.3815789474,77695.3395472703,42486.6071428571,46479.6289814491,58444.9386503068,58730.2435340759,88154.5182656708,68582,90129.9774464353,20838042000,20838042000,16919278900,3207321500,53508300,291746000,4758500,132792300,228636600,622188200,16476784700,15825201700,4785858200,313703,274408,2457,12549,69064,44309,47657,41073,25143,15066,7057,10033
"4516740","32000US4516740","Charlotte-Concord-Gastonia, NC-SC Metro Area (part); South Carolina","Charlotte-Concord-Gastonia, South Carolina","sc","320","00","ACSSF","0006274",,,,,"45",,,,,,,,,,,,,,"16740",,,,,,,,,,,,,,,,,,,,,,,,,,,,361745,531.513,680.594819744339,361745,265109,76918,2029,4996,175,4768,7750,361745,344785,253518,76665,2019,4955,164,914,6550,16960,11591,253,10,41,11,3854,1200,134833,10022,7911,6676,6822,7145,7333,6585,6085,6398,10562,13152,16363,11353,6382,6645,5399,52292,52292,59258,31297,44375,71042,41731,42131,37072,53400,59420,70189.879332211,70189.879332211,77664.0172351464,43300.5053220084,49119.0108191654,95986.9661266568,44830.8823529412,63191.7501927525,49318.7448389761,65593.0693069307,77971.0453283996,64820,81442.6436269518,9463912000,9463912000,7948834500,1208214000,31780000,130350300,3048500,81959700,59725000,278245800,7754376400,7677760900,1683163800,148358,134833,1565,5331,38508,25050,19109,17631,10792,8397,3471,4979
"4517900","32000US4517900","Columbia, SC Metro Area; South Carolina","Columbia, South Carolina","sc","320","00","ACSSF","0006275",,,,,"45",,,,,,,,,,,,,,"17900",,,,,,,,,,,,,,,,,,,,,,,,,,,,800559,216.2066,3702.74975791394,800559,483017,266113,1544,15372,612,13484,20417,800559,758372,458522,263599,1390,15316,605,1454,17486,42187,24495,2514,154,56,7,12030,2931,301048,23925,15143,14661,16949,16536,16498,14761,14624,13776,25351,31754,38744,23635,12696,12013,9982,51287,51287,59412,37161,43173,54848,32784,39492,46207,45073,60079,67263.9422949164,67263.9422949164,76733.6846110147,49338.08007041,52009.1666666667,70251.9280205656,42963.829787234,50399.3526670119,57939.6777905639,57815.8375010968,77257.5650896839,64315,79757.9046892792,20249675300,20249675300,14722968800,4708875700,37446600,327936000,6057900,194642300,251747900,658927100,14308564600,15479493900,4549599600,342212,301048,1735,11416,63101,57812,45816,48050,30824,21770,9267,11257
"4522500","32000US4522500","Florence, SC Metro Area; South Carolina","Florence, South Carolina","sc","320","00","ACSSF","0006276",,,,,"45",,,,,,,,,,,,,,"22500",,,,,,,,,,,,,,,,,,,,,,,,,,,,206264,151.5402,1361.11758355637,206264,113851,86012,521,2084,57,696,3043,206264,201675,110645,85570,511,2053,57,69,2770,4589,3206,442,10,31,0,627,273,78156,8092,6059,5306,5453,4809,4873,4052,4073,3141,6261,6847,8319,4271,2931,1915,1754,40452,40452,50834,29842,,70792,,37396,28281,35651,51127,56805.0130508214,56805.0130508214,67670.4702872017,39581.9082663568,56607.0539419087,119783.50877193,0,43784.8648648649,38427.797833935,51004.593639576,67896.2611995599,51729,67365.9484314731,4439652600,4439652600,3067773100,1226287100,13642300,102414900,,8100200,21289000,57737200,3023624200,3545402500,840849200,89370,78156,104,1478,9819,17869,12359,14023,10110,5882,2552,3960
"4523500","32000US4523500","Gaffney, SC Micro Area; South Carolina","Gaffney, South Carolina","sc","320","00","ACSSF","0006277",,,,,"45",,,,,,,,,,,,,,"23500",,,,,,,,,,,,,,,,,,,,,,,,,,,,56274,143.3152,392.658844751404,56274,42546,11265,106,368,24,838,1127,56274,54005,41228,11254,66,368,24,8,1057,2269,1318,11,40,0,0,830,70,20353,2672,1820,1569,1438,1126,1369,1097,1040,992,1538,1727,1781,944,419,547,274,35719,35719,41183,22449,,14444,,37880,26932,34052,41555,50538.8542229647,50538.8542229647,55821.653236288,34236.8865555809,40092.9824561404,14775,0,39770.3703703704,32856.6844919786,34481.8540433925,56191.534356677,45710,58630.6302167088,1028617300,1028617300,858983600,149991800,2285300,1359300,,9664200,6144200,17482300,852931300,765657400,249497100,24013,20353,24,498,2878,4624,3064,3329,2134,1774,763,1265
"4523860","32000US4523860","Georgetown, SC Micro Area; South Carolina","Georgetown, South Carolina","sc","320","00","ACSSF","0006278",,,,,"45",,,,,,,,,,,,,,"23860",,,,,,,,,,,,,,,,,,,,,,,,,,,,60804,74.73941,813.546712957743,60804,38894,19388,86,137,15,1133,1151,60804,58955,38325,19279,86,137,15,126,987,1849,569,109,0,0,0,1007,164,24379,2332,1608,1567,1723,1089,1384,1261,1166,919,1952,2448,2715,1550,853,801,1011,45299,45299,57228,26357,78625,,,22271,22196,24667,57244,64294.5280774437,64294.5280774437,77300.0422832981,36198.5953083298,65026.0869565217,0,,44777.8846153846,36909.2879256966,47588.2222222222,77205.8805587751,55878,75376.1595221363,1567436300,1567436300,1279702200,257697800,1495600,,,13970700,11921700,21414700,1265636000,1287123300,254440000,34091,24379,140,492,5769,6405,3805,3564,1457,1414,527,806
"4524860","32000US4524860","Greenville-Anderson-Mauldin, SC Metro Area; South Carolina","Greenville-Anderson-Mauldin, South Carolina","sc","320","00","ACSSF","0006279",,,,,"45",,,,,,,,,,,,,,"24860",,,,,,,,,,,,,,,,,,,,,,,,,,,,862064,432.0408,1995.33017759156,862064,674031,144201,2257,14475,541,10921,15638,862064,806609,633837,142415,1765,14300,438,873,12981,55455,40194,1786,492,175,103,10048,2657,328367,24746,20203,20914,20736,19524,17854,15276,17785,14535,26374,32282,38601,22732,13376,12917,10512,47263,47263,51200,30931,36616,54515,25250,33910,42639,33395,51986,64803.4811658906,64803.4811658906,69214.6590930679,43966.792327309,57311.2258064516,80385.6366107839,39351.8987341772,40968.5006877579,56096.426092991,45810.9724723437,70210.8743325706,59728,76453.5682011242,21279324700,21279324700,18216952200,2379219000,44416200,354822200,3108800,119136400,161669900,712269000,17672919600,16920397900,4123685800,369921,328367,2065,8598,59635,65982,52649,50389,35214,26460,12842,14533
"4524940","32000US4524940","Greenwood, SC Micro Area; South Carolina","Greenwood, South Carolina","sc","320","00","ACSSF","0006280",,,,,"45",,,,,,,,,,,,,,"24940",,,,,,,,,,,,,,,,,,,,,,,,,,,,94832,208.5475,454.726060506844,94832,62082,28599,55,684,0,1404,2008,94832,90465,59315,28322,55,684,0,214,1875,4367,2767,277,0,0,0,1190,133,36305,3742,3084,2682,3075,2416,2132,2387,1666,1684,2823,3062,3319,1960,893,620,760,36863,36863,44727,22912,,,,25505,36953,30568,45318,52032.1636138273,52032.1636138273,60643.2216579292,33249.4402642687,0,60174.1935483871,,37269.014084507,47625.4593175853,37876.6016713092,61253.9678521706,47905,61395.5368829962,1889027700,1889027700,1480664900,362352400,,13057800,,13230500,18145300,40793100,1451902800,1454030500,413122600,43133,36305,144,491,4860,6515,5439,5386,5015,3409,2155,2891
"4525940","32000US4525940","Hilton Head Island-Bluffton-Beaufort, SC Metro Area; South Carolina","Hilton Head Island-Bluffton-Beaufort, South Carolina","sc","320","00","ACSSF","0006281",,,,,"45",,,,,,,,,,,,,,"25940",,,,,,,,,,,,,,,,,,,,,,,,,,,,202502,164.4221,1231.59837960639,202502,143496,44233,420,2300,64,7547,4442,202502,179075,128931,43795,346,2300,64,194,3445,23427,14565,438,74,0,0,7353,997,76643,4574,3095,3320,3625,4127,4493,4148,3998,2975,6291,8412,9425,6658,3455,3801,4246,55556,55556,65873,31515,,42222,,36557,49008,42868,66959,78406.7220750753,78406.7220750753,89385.7393845565,43119.3103005394,69085.1851851852,72277.2009029345,,46851.948051948,54116.5178571429,53096.8362282878,91050.5773629792,66614,89676.302604256,6009326400,6009326400,5138518000,671453900,7461200,64037600,,79367200,48488400,256776300,4975458800,4707198800,1227281800,105555,76643,651,2793,25830,17921,13693,7816,3357,2854,739,989
"4534820","32000US4534820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area (part); South Carolina","Myrtle Beach-Conway-North Myrtle Beach, South Carolina","sc","320","00","ACSSF","0006282",,,,,"45",,,,,,,,,,,,,,"34820",,,,,,,,,,,,,,,,,,,,,,,,,,,,300418,264.9431,1133.8961694031,300418,243113,41298,1393,3442,206,5909,5057,300418,282490,231875,40448,1280,3423,184,870,4410,17928,11238,850,113,19,22,5039,647,122125,8846,7589,7828,7563,7737,7456,7333,7033,6289,10815,13397,13533,7323,3439,3308,2636,44746,44746,47466,28282,43194,48315,18750,31506,42500,35402,47795,58865.0923234391,58865.0923234391,61791.2119758181,39718.2615572651,47906.4935064935,65915.0597609562,20046.4285714286,37186.8661679135,44638.8127853881,43570.4501915709,62211.9275299324,53771,68419.983737565,7188899400,7188899400,6439262200,552441300,29510400,82723400,1122600,44735800,39103600,181950200,6297589000,5385268500,1706412800,193560,122125,1192,5179,37388,28754,22689,14190,4996,4128,1624,1985
"4535140","32000US4535140","Newberry, SC Micro Area; South Carolina","Newberry, South Carolina","sc","320","00","ACSSF","0006283",,,,,"45",,,,,,,,,,,,,,"35140",,,,,,,,,,,,,,,,,,,,,,,,,,,,37750,59.91711,630.037007121269,37750,23609,11579,121,83,12,1645,701,37750,35010,22649,11577,121,83,12,55,513,2740,960,2,0,0,0,1590,188,14504,1365,1109,719,1091,1039,959,995,587,607,1233,1353,1409,975,385,462,216,39841,39841,48589,31620,,,,29328,30675,24299,50289,54560.2109762824,54560.2109762824,62150.2224469161,36893.452082288,0,0,,54443.9588688946,37880.3827751196,39278.9029535865,63386.232412715,49431,63213.8706084844,791341300,791341300,614665700,147057300,,,,21178700,7917000,27927300,608190900,624363400,150153700,17980,14504,54,335,1906,2742,2312,2451,1509,1091,636,1468
"4536700","32000US4536700","Orangeburg, SC Micro Area; South Carolina","Orangeburg, South Carolina","sc","320","00","ACSSF","0006284",,,,,"45",,,,,,,,,,,,,,"36700",,,,,,,,,,,,,,,,,,,,,,,,,,,,89731,81.12371,1106.10076649004,89731,30746,55545,322,881,14,797,1426,89731,87921,29984,55273,322,848,14,207,1273,1810,762,272,0,33,0,590,153,33361,5370,2728,2451,1793,2311,2124,1842,1962,1499,2722,2855,2529,1475,722,600,378,34763,34763,43498,28722,25000,52981,,37879,,27772,44277,46080.0935223764,46080.0935223764,58426.6719118804,38080.3966437834,36537.1428571429,73340.2730375427,,41796.835443038,25367.9324894515,31041.9729206963,58808.3885385905,44078,56383.4024496094,1537278000,1537278000,742603000,748851000,5115200,21488700,,13207800,6012200,16048700,736810300,1169279000,342633100,42173,33361,59,391,4110,7438,6030,6126,3740,2869,1116,1482
"4542860","32000US4542860","Seneca, SC Micro Area; South Carolina","Seneca, South Carolina","sc","320","00","ACSSF","0006285",,,,,"45",,,,,,,,,,,,,,"42860",,,,,,,,,,,,,,,,,,,,,,,,,,,,75375,120.3432,626.33373745361,75375,66486,5549,141,501,0,1139,1559,75375,71675,64187,5497,141,501,0,29,1320,3700,2299,52,0,0,0,1110,239,30867,2314,2346,2024,2237,2234,1968,1651,1576,1243,2467,3090,3125,1781,911,842,1058,41818,41818,43665,29438,53672,48500,,25515,32314,31196,43963,61701.6943661516,61701.6943661516,63905.3887495521,40604.3266893534,76600,52212.7777777778,,29113.7662337662,43721.1895910781,38333.4558823529,64385.6256425319,52310,72926.5239824193,1904546200,1904546200,1783599400,83523100,5055600,9398300,,11208800,11761000,41706800,1753606900,1526498000,359571300,39139,30867,82,764,6056,6744,5212,4888,2868,2103,1010,1140
"4543900","32000US4543900","Spartanburg, SC Metro Area; South Carolina","Spartanburg, South Carolina","sc","320","00","ACSSF","0006286",,,,,"45",,,,,,,,,,,,,,"43900",,,,,,,,,,,,,,,,,,,,,,,,,,,,322157,398.7457,807.926004290367,322157,233981,69422,486,6595,116,5501,6056,322157,303192,221567,68949,437,6561,116,421,5141,18965,12414,473,49,34,0,5080,915,123060,10471,8176,7561,8617,7589,7307,6891,5990,5592,10292,12787,13782,7593,4713,3186,2513,44017,44017,49282,29898,49722,57306,,34151,34861,39041,49845,58286.1051519584,58286.1051519584,63936.7766969068,39342.2503725782,51456.3106796116,71438.4162653826,0,45322.024623803,47494.923857868,51399.8809759968,64330.1390386471,54570,68800.399237278,7172688100,7172688100,5849575700,1055946000,10600000,133518400,,66260800,56139000,259106800,5667806900,5773041500,1298909600,138654,123060,602,3249,22955,22745,16664,20160,13247,9942,5164,8332
"4544940","32000US4544940","Sumter, SC Metro Area; South Carolina","Sumter, South Carolina","sc","320","00","ACSSF","0006287",,,,,"45",,,,,,,,,,,,,,"44940",,,,,,,,,,,,,,,,,,,,,,,,,,,,107682,161.9118,665.065827332019,107682,52297,50317,231,1317,5,723,2792,107682,103703,49625,50141,195,1295,0,46,2401,3979,2672,176,36,22,5,677,391,40815,4007,2665,2712,2809,2882,2436,2426,2664,1624,3428,3960,4427,2295,1105,828,547,40777,40777,48909,30442,43006,46467,,45820,49441,39112,50235,53427.4996937401,53427.4996937401,62225.7546594057,42819.0662766956,47860.1307189542,57025.6532066508,0,47427.626459144,64028.0071813285,52655.527847049,62672.5253807107,48551,61020.6329250332,2180643400,2180643400,1325470800,775924300,7322600,24007800,,12188900,35663600,63344600,1284034700,1698753400,438843700,46900,40815,354,1175,6419,8637,7410,6714,4507,2969,1206,1424
"4610100","32000US4610100","Aberdeen, SD Micro Area; South Dakota","Aberdeen, South Dakota","sd","320","00","ACSSF","0004747",,,,,"46",,,,,,,,,,,,,,"10100",,,,,,,,,,,,,,,,,,,,,,,,,,,,42430,14.94573,2838.93750859077,42430,39006,603,1308,889,10,48,566,42430,41458,38105,603,1307,889,10,11,533,972,901,0,1,0,0,37,33,17721,870,874,965,985,965,993,809,862,814,1460,1969,2601,1422,990,384,758,53682,53682,54756,,29653,,,,21798,41639,55125,70105.3270131482,70105.3270131482,71003.5120147874,80464.9122807018,39510.2631578947,71715.9482758621,0,0,37058.8235294118,46639.1459074733,71419.3706802474,70336,84285.5519048042,1242336500,1242336500,1190799900,13759500,15013900,16638100,,,5670000,13105600,1177991100,949139600,260839200,19425,17721,81,789,1913,1891,1206,3036,2295,1630,1115,3765
